Total picked:28889
-0.6 7.142857142857143
-0.5 3.395
-0.4 3.9062901155327343
-0.3 4.392890059249506
-0.2 6.549987302124777
-0.1 19.107992176734676
-0.0 157.46873389818032
0.1 905.7374312752358
0.2 1273.2284113016567
0.3 423.4187139898855
0.4 67.60729826439481
0.5 21.192016571602476
0.6 8.627366791018511
0.7 5.701294123571177
0.8 5.3811081578409325
0.9 1.0256410256410255
1.0 1.0
